geohash,avgtimetopark
c3ng5fd,4.109
c3nfjfv,5.785
c3nfkhc,7.179
c3nfqnf,6.67
c3nfhhj,5.669
c3nf95e,4.165
c3nctq3,4.944
c3nfkvm,5.306
c3nfjng,3.048
c3nfc55,4.333
c3nfkk7,8.087
c3ncy4c,8.856
c3nfubh,3.495
c3nfhfn,6.698
c3nfue7,2.773
c3nfu71,4.275
c3nfkkk,6.352
c3nfkm7,4.796
c3nfkj0,6.021
c3ncs6c,4.009
c3ncqqk,4.434
c3ng40w,2.736
c3nfhb3,4.007
c3nf6xe,3.063
c3nfhcs,3.533
c3nfdpt,4.106
c3nfkkd,6.786
c3ng4t9,1.601
c3ncmtz,4.201
c3nf7gj,4.083
c3nfhuy,7.088
c3nfkmm,3.666
c3nf7gg,4.724
c3nfkmd,5.397
c3ncs6u,3.623
c3nf7gp,3.933
c3nftjv,2.652
c3nfkkf,7.969
c3nfk7f,5.178
c3nfkh7,5.254
c3ncw2c,4.244
c3nfuq4,3.013
c3nfwb5,5.752
c3nfqzd,4.957
c3nfk5k,5.399
c3ncyu9,2.582
c3nfnc7,8.616
c3nfkje,4.8
c3nfhc7,4.539
c3nfkk1,5.312
c3nfhcf,6.931
c3ncx1t,3.348
c3nfkku,5.365
c3ncgfv,3.864
c3nfkjr,5.644
c3ncu39,4.399
c3nfk7c,5.693
c3ng4ft,4.791
c3nfupq,3.212
c3ncm73,3.775
c3nfk7e,4.439
c3nf35q,3.362
c3ncvgg,4.74
c3nfkhd,5.994
c3nfk5v,5.263
c3ncwz4,3.435
c3ncxkg,5.196
c3nfh7n,5.22
c3nfhc5,2.473
c3nfhhn,4.776
c3nf7up,4.243
c3nfdtg,6.164
c3nf70r,3.507
c3nfkm4,6.475
c3ng47d,1.875
c3nfkbc,4.595
c3nf7u5,4.432
c3ncx5d,3.432
c3nfkk3,6.211
c3nfcp9,4.294
c3nfdd2,3.604
c3nfkhs,5.886
c3nf7g4,3.525
c3nfd3z,2.487
c3nfkm0,6.256
c3nfkj4,4.271
c3ncqwb,1.736
c3ncwum,2.257
c3ncqy6,2.097
c3nfcpc,5.066
c3nfkkb,5.628
c3ncyuv,5.901
c3nfkjn,5.308
c3nffyh,2.649
c3ncwx8,4.473
c3nf7vp,4.991
c3nfkm6,4.613
